"","class","x","y","z"
"4094","LongClusters",50.78,45.59,"2"
"4095","LongClusters",69.25,46.82,"2"
"4096","LongClusters",59.81,44.97,"2"
"4097","LongClusters",46.96,44.67,"2"
"4098","LongClusters",77.01,45.22,"2"
"4099","LongClusters",30.76,44.8,"2"
"4100","LongClusters",52.63,45.32,"2"
"4101","LongClusters",38.42,45.17,"2"
"4102","LongClusters",62.72,45.66,"2"
"4103","LongClusters",63.7,44.52,"2"
"4104","LongClusters",44.34,44.4,"2"
"4105","LongClusters",69.11,45.78,"2"
"4106","LongClusters",45.54,45.11,"2"
"4107","LongClusters",69.23,44.54,"2"
"4108","LongClusters",63.33,44.46,"2"
"4109","LongClusters",70.01,44.72,"2"
"4110","LongClusters",46.86,45.3,"2"
"4111","LongClusters",61.33,44.74,"2"
"4112","LongClusters",53.52,45.67,"2"
"4113","LongClusters",39.44,45.12,"2"
"4114","LongClusters",62.14,45.1,"2"
"4115","LongClusters",84.83,44.99,"2"
"4116","LongClusters",50.93,44.85,"2"
"4117","LongClusters",57.2,44.92,"2"
"4118","LongClusters",69.65,45.58,"2"
"4119","LongClusters",60.51,44.33,"2"
"4120","LongClusters",87.21,45.54,"2"
"4121","LongClusters",70.32,44.82,"2"
"4122","LongClusters",92.5,45.37,"2"
"4123","LongClusters",64.88,44.97,"2"
"4124","LongClusters",44.13,44.33,"2"
"4125","LongClusters",65.9,45.17,"2"
"4126","LongClusters",47.06,44.68,"2"
"4127","LongClusters",45.9,45.56,"2"
"4128","LongClusters",57.35,44.59,"2"
"4129","LongClusters",73.07,44.11,"2"
"4130","LongClusters",64.81,44.57,"2"
"4131","LongClusters",71.4,44.71,"2"
"4132","LongClusters",72.81,44.59,"2"
"4133","LongClusters",57.59,44.88,"2"
"4134","LongClusters",26.37,44.7,"2"
"4135","LongClusters",71.14,44.79,"2"
"4136","LongClusters",90.37,45.16,"2"
"4137","LongClusters",60.82,44.42,"2"
"4138","LongClusters",41.03,45.38,"2"
"4139","LongClusters",54.85,45,"2"
"4140","LongClusters",46.92,44.98,"2"
"4141","LongClusters",59.42,43.98,"2"
"4142","LongClusters",69.47,44.85,"2"
"4143","LongClusters",72.13,44.72,"2"
"4144","LongClusters",63.29,45.42,"2"
"4145","LongClusters",46.92,45.7,"2"
"4146","LongClusters",71.39,45.62,"2"
"4147","LongClusters",78.88,44.44,"2"
"4148","LongClusters",91.53,44.6,"2"
"4149","LongClusters",53.09,44.96,"2"
"4150","LongClusters",66.64,44.47,"2"
"4151","LongClusters",76.71,44.2,"2"
"4152","LongClusters",58.37,45.4,"2"
"4153","LongClusters",67.35,45.03,"2"
"4154","LongClusters",63,45.31,"2"
"4155","LongClusters",58.12,44.4,"2"
"4156","LongClusters",62.36,44.83,"2"
"4157","LongClusters",73.51,44.41,"2"
"4158","LongClusters",65.72,44.59,"2"
"4159","LongClusters",53.47,45.11,"2"
"4160","LongClusters",28.64,44.59,"2"
"4161","LongClusters",48.87,44.5,"2"
"4162","LongClusters",59.72,44.35,"2"
"4163","LongClusters",24.8,44.28,"2"
"4164","LongClusters",90.95,44.57,"2"
"4165","LongClusters",39.16,45.85,"2"
"4166","LongClusters",43.75,44.67,"2"
"4167","LongClusters",80.41,44.44,"2"
"4168","LongClusters",29.34,44.3,"2"
"4169","LongClusters",70.35,44.92,"2"
"4170","LongClusters",55.18,44.8,"2"
"4171","LongClusters",66.38,45.13,"2"
"4172","LongClusters",72.29,44.86,"2"
"4173","LongClusters",46.58,45.43,"2"
"4174","LongClusters",50.12,45.36,"2"
"4175","LongClusters",18.04,45.53,"2"
"4176","LongClusters",46.55,45.12,"2"
"4177","LongClusters",65.32,45.56,"2"
"4178","LongClusters",67.07,44.96,"2"
"4179","LongClusters",88.38,45.47,"2"
"4180","LongClusters",60.9,44.92,"2"
"4181","LongClusters",66.49,44.66,"2"
"4182","LongClusters",61.05,44.39,"2"
"4183","LongClusters",53.18,44.65,"2"
"4184","LongClusters",70.48,44.63,"2"
"4185","LongClusters",66.5,45.29,"2"
"4186","LongClusters",61.81,44.97,"2"
"4187","LongClusters",48.58,44.68,"2"
"4188","LongClusters",59.44,44.55,"2"
"4189","LongClusters",70.94,45.76,"2"
"4190","LongClusters",69.47,44.88,"2"
"4191","LongClusters",53.24,44.38,"2"
"4192","LongClusters",50.63,44.78,"2"
"4193","LongClusters",67.18,45.05,"2"
"4194","LongClusters",74.68,45.42,"2"
"4195","LongClusters",61.69,44.96,"2"
"4196","LongClusters",55.61,45.06,"2"
"4197","LongClusters",47.67,44.48,"2"
"4198","LongClusters",54.13,45.4,"2"
"4199","LongClusters",39.24,45.05,"2"
"4200","LongClusters",50.24,45.37,"2"
"4201","LongClusters",75.89,45.77,"2"
"4202","LongClusters",75.57,45.09,"2"
"4203","LongClusters",47.81,44.86,"2"
"4204","LongClusters",62.95,44.62,"2"
"4205","LongClusters",60.97,44.71,"2"
"4206","LongClusters",36.72,44.54,"2"
"4207","LongClusters",71.35,45.18,"2"
"4208","LongClusters",33.23,44.27,"2"
"4209","LongClusters",42.55,44.13,"2"
"4210","LongClusters",73.97,44.67,"2"
"4211","LongClusters",52.43,45.54,"2"
"4212","LongClusters",56.97,45.06,"2"
"4213","LongClusters",37.29,44.75,"2"
"4214","LongClusters",39.69,45.33,"2"
"4215","LongClusters",64.91,44.82,"2"
"4216","LongClusters",57.56,44.94,"2"
"4217","LongClusters",51.72,45.04,"2"
"4218","LongClusters",41.32,45.54,"2"
"4219","LongClusters",44.64,45.65,"2"
"4220","LongClusters",88.51,45.64,"2"
"4221","LongClusters",55.43,45.49,"2"
"4222","LongClusters",70.84,45.16,"2"
"4223","LongClusters",70.99,45.94,"2"
"4224","LongClusters",70.69,46.02,"2"
"4225","LongClusters",64.13,45.66,"2"
"4226","LongClusters",42.47,44.89,"2"
"4227","LongClusters",45.87,44.48,"2"
"4228","LongClusters",70.52,45.1,"2"
"4229","LongClusters",41.68,44.72,"2"
"4230","LongClusters",67.39,45.14,"2"
"4231","LongClusters",52.53,44.72,"2"
"4232","LongClusters",54.42,45.46,"2"
"4233","LongClusters",48.95,46.09,"2"
"4234","LongClusters",56.78,45.48,"2"
"4235","LongClusters",72.28,45.37,"2"
"4236","LongClusters",66.35,45.02,"2"
"4237","LongClusters",56.75,46.09,"2"
"4238","LongClusters",72.18,44.96,"2"
"4239","LongClusters",83.18,45.69,"2"
"4240","LongClusters",59.91,45.79,"2"
"4241","LongClusters",66.59,45.08,"2"
"4242","LongClusters",63.9,43.37,"2"
"4243","LongClusters",46.31,44.84,"2"
"4244","LongClusters",47.03,45.23,"2"
"4245","LongClusters",86.88,44.35,"2"
"4246","LongClusters",72.34,44.35,"2"
"4247","LongClusters",70.39,45.45,"2"
"4248","LongClusters",62.07,43.6,"2"
"4249","LongClusters",66.8,45.12,"2"
"4250","LongClusters",62.13,44.87,"2"
"4251","LongClusters",60.59,44.67,"2"
"4252","LongClusters",63.13,45.03,"2"
"4253","LongClusters",45.85,45.03,"2"
"4254","LongClusters",93.62,45.12,"2"
"4255","LongClusters",71.23,45.06,"2"
"4256","LongClusters",56.48,44.73,"2"
"4257","LongClusters",76.98,45.13,"2"
"4258","LongClusters",51.22,45.69,"2"
"4259","LongClusters",83.96,45.33,"2"
"4260","LongClusters",54.48,45.75,"2"
"4261","LongClusters",27.5,44.86,"2"
"4262","LongClusters",79.1,45.29,"2"
"4263","LongClusters",75.85,45.25,"2"
"4264","LongClusters",49.16,44.63,"2"
"4265","LongClusters",40.25,44.59,"2"
"4266","LongClusters",34.32,45.94,"2"
"4267","LongClusters",56.23,44.59,"2"
"4268","LongClusters",34.32,45.48,"2"
"4269","LongClusters",48.6,44.87,"2"
"4270","LongClusters",62.29,44.45,"2"
"4271","LongClusters",71.98,44.23,"2"
"4272","LongClusters",48.52,44.4,"2"
"4273","LongClusters",58.27,44.02,"2"
"4274","LongClusters",63.57,44.56,"2"
"4275","LongClusters",84.06,45.49,"2"
"4276","LongClusters",46.58,44.71,"2"
"4277","LongClusters",37.54,45.87,"2"
"4278","LongClusters",34.16,44.91,"2"
"4279","LongClusters",67.78,44.53,"2"
"4280","LongClusters",59.16,44.86,"2"
"4281","LongClusters",70.81,44.71,"2"
"4282","LongClusters",58.03,44.78,"2"
"4283","LongClusters",65.5,45.03,"2"
"4284","LongClusters",63.14,45.04,"2"
"4285","LongClusters",60.33,45.38,"2"
"4286","LongClusters",51.28,45.27,"2"
"4287","LongClusters",77.67,45.39,"2"
"4288","LongClusters",54.32,45.07,"2"
"4289","LongClusters",69.33,44.6,"2"
"4290","LongClusters",62.3,45.22,"2"
"4291","LongClusters",84.94,45.21,"2"
"4292","LongClusters",69.96,44.8,"2"
"4293","LongClusters",55.27,44.81,"2"
"4294","LongClusters",59.87,45.55,"2"
"4295","LongClusters",58.25,45.67,"2"
"4296","LongClusters",30.73,45.06,"2"
"4297","LongClusters",83.76,44.8,"2"
"4298","LongClusters",74.89,45.83,"2"
"4299","LongClusters",49.27,44.38,"2"
"4300","LongClusters",65.35,44.54,"2"
"4301","LongClusters",63.39,45.43,"2"
"4302","LongClusters",44.14,44.54,"2"
"4303","LongClusters",80.86,45.45,"2"
"4304","LongClusters",56.52,44.53,"2"
"4305","LongClusters",62.57,45.27,"2"
"4306","LongClusters",65.67,44.91,"2"
"4307","LongClusters",46.08,45.45,"2"
"4308","LongClusters",44.8,45.66,"2"
"4309","LongClusters",59.32,44.95,"2"
"4310","LongClusters",68.07,45.31,"2"
"4311","LongClusters",61.03,44.1,"2"
"4312","LongClusters",69.88,44.87,"2"
"4313","LongClusters",64.69,44.39,"2"
"4314","LongClusters",67.64,45.1,"2"
"4315","LongClusters",40.36,44.99,"2"
"4316","LongClusters",69.48,44.88,"2"
"4317","LongClusters",48.94,44.91,"2"
"4318","LongClusters",53.48,45.48,"2"
"4319","LongClusters",58.53,44.92,"2"
"4320","LongClusters",36.93,45.93,"2"
"4321","LongClusters",58.61,44.05,"2"
"4322","LongClusters",53.84,45.18,"2"
"4323","LongClusters",49.94,46.06,"2"
"4324","LongClusters",52.24,44.43,"2"
"4325","LongClusters",77.44,44.6,"2"
"4326","LongClusters",42.38,44.8,"2"
"4327","LongClusters",56.98,45.05,"2"
"4328","LongClusters",25.39,44.88,"2"
"4329","LongClusters",50.56,44.77,"2"
"4330","LongClusters",52.98,45.96,"2"
"4331","LongClusters",81.59,45.06,"2"
"4332","LongClusters",46.53,45.55,"2"
"4333","LongClusters",47.79,43.51,"2"
"4334","LongClusters",40.43,45.56,"2"
"4335","LongClusters",62.52,45.66,"2"
"4336","LongClusters",76.16,44.76,"2"
"4337","LongClusters",43.22,44.89,"2"
"4338","LongClusters",54.04,45.83,"2"
"4339","LongClusters",79.13,45.02,"2"
"4340","LongClusters",50.42,45.52,"2"
"4341","LongClusters",69.6,45.29,"2"
"4342","LongClusters",65.45,44.92,"2"
"4343","LongClusters",41.72,44.85,"2"
"4344","LongClusters",77.04,44.29,"2"
"4345","LongClusters",71.13,43.93,"2"
"4346","LongClusters",53.17,44.99,"2"
"4347","LongClusters",47.34,45.13,"2"
"4348","LongClusters",54.53,44.75,"2"
"4349","LongClusters",71.4,45.32,"2"
"4350","LongClusters",52.1,45.24,"2"
"4351","LongClusters",33.76,44.83,"2"
"4352","LongClusters",58,45.02,"2"
"4353","LongClusters",70.81,45.65,"2"
"4354","LongClusters",43.77,45.16,"2"
"4355","LongClusters",56.67,45.4,"2"
"4356","LongClusters",42.89,45.24,"2"
"4357","LongClusters",61.64,45.86,"2"
"4358","LongClusters",58.15,45.05,"2"
"4359","LongClusters",59.53,44.51,"2"
"4360","LongClusters",51.29,44.77,"2"
"4361","LongClusters",50.07,45.12,"2"
"4362","LongClusters",72.2,44.87,"2"
"4363","LongClusters",61.47,44.92,"2"
"4364","LongClusters",57.38,45.33,"2"
"4365","LongClusters",15.02,44.61,"2"
"4366","LongClusters",42.14,44.04,"2"
"4367","LongClusters",70.68,46.01,"2"
"4368","LongClusters",54.3,45.22,"2"
"4369","LongClusters",43.08,45.53,"2"
"4370","LongClusters",53.85,44.84,"2"
"4371","LongClusters",54.74,45.05,"2"
"4372","LongClusters",52.98,43.92,"2"
"4373","LongClusters",66.95,45.18,"2"
"4374","LongClusters",81.29,45.23,"2"
"4375","LongClusters",73.83,44.55,"2"
"4376","LongClusters",77.45,44.74,"2"
"4377","LongClusters",55.38,45.67,"2"
"4378","LongClusters",71.82,45.23,"2"
"4379","LongClusters",46.26,44.87,"2"
"4380","LongClusters",58.05,45.18,"2"
"4381","LongClusters",90.6,44.33,"2"
"4382","LongClusters",59.82,45.59,"2"
"4383","LongClusters",55.73,44.05,"2"
"4384","LongClusters",51.82,44.5,"2"
"4385","LongClusters",70.8,45.34,"2"
"4386","LongClusters",89.49,45.58,"2"
"4387","LongClusters",65.77,44.13,"2"
"4388","LongClusters",56.34,45.3,"2"
"4389","LongClusters",89.03,45.17,"2"
"4390","LongClusters",49.1,44.98,"2"
"4391","LongClusters",75.84,44.69,"2"
"4392","LongClusters",54.1,44.57,"2"
"4393","LongClusters",45.7,45.08,"2"
"4394","LongClusters",77.06,45.6,"2"
"4395","LongClusters",34.8,44.26,"2"
"4396","LongClusters",55.68,44.47,"2"
"4397","LongClusters",60.22,45.82,"2"
"4398","LongClusters",53.81,44.4,"2"
"4399","LongClusters",37.07,43.69,"2"
"4400","LongClusters",51.02,45.01,"2"
"4401","LongClusters",79.82,34.56,"3"
"4402","LongClusters",75.18,34.04,"3"
"4403","LongClusters",62.77,35.81,"3"
"4404","LongClusters",79.8,35.26,"3"
"4405","LongClusters",72.52,34.97,"3"
"4406","LongClusters",87.9,35.35,"3"
"4407","LongClusters",79.21,35.03,"3"
"4408","LongClusters",84.71,34.34,"3"
"4409","LongClusters",79.56,33.94,"3"
"4410","LongClusters",80.71,34.9,"3"
"4411","LongClusters",85.64,34.84,"3"
"4412","LongClusters",42.98,34.47,"3"
"4413","LongClusters",82.25,35.21,"3"
"4414","LongClusters",56.14,34.84,"3"
"4415","LongClusters",80.08,35.41,"3"
"4416","LongClusters",93.41,35.65,"3"
"4417","LongClusters",68.72,34.69,"3"
"4418","LongClusters",63.69,34.56,"3"
"4419","LongClusters",73.79,35.07,"3"
"4420","LongClusters",97.2,35.71,"3"
"4421","LongClusters",76.41,34.13,"3"
"4422","LongClusters",77.08,34.58,"3"
"4423","LongClusters",67.35,34.64,"3"
"4424","LongClusters",67.61,35.19,"3"
"4425","LongClusters",73.04,36.19,"3"
"4426","LongClusters",52.75,34.77,"3"
"4427","LongClusters",92.28,34.79,"3"
"4428","LongClusters",70.3,34.15,"3"
"4429","LongClusters",46.99,34.48,"3"
"4430","LongClusters",74.76,35.38,"3"
"4431","LongClusters",71.63,34.63,"3"
"4432","LongClusters",49.91,34.76,"3"
"4433","LongClusters",103.7,34.82,"3"
"4434","LongClusters",59.36,34.97,"3"
"4435","LongClusters",56.05,35.81,"3"
"4436","LongClusters",81.32,35.62,"3"
"4437","LongClusters",89.47,36,"3"
"4438","LongClusters",72.26,34.07,"3"
"4439","LongClusters",78.18,34.77,"3"
"4440","LongClusters",59.57,35.52,"3"
"4441","LongClusters",88.37,34.85,"3"
"4442","LongClusters",79.38,35.16,"3"
"4443","LongClusters",76.41,34.68,"3"
"4444","LongClusters",85.47,34.07,"3"
"4445","LongClusters",88.99,34.4,"3"
"4446","LongClusters",64.74,35.95,"3"
"4447","LongClusters",81.73,34.87,"3"
"4448","LongClusters",61.15,35.89,"3"
"4449","LongClusters",106.21,35.43,"3"
"4450","LongClusters",81.39,35.35,"3"
"4451","LongClusters",74.5,35.81,"3"
"4452","LongClusters",68.13,34.2,"3"
"4453","LongClusters",71.91,34.7,"3"
"4454","LongClusters",59.58,34.84,"3"
"4455","LongClusters",75.89,34.54,"3"
"4456","LongClusters",83.17,34.87,"3"
"4457","LongClusters",67.81,33.96,"3"
"4458","LongClusters",63.62,34.29,"3"
"4459","LongClusters",52.19,35.31,"3"
"4460","LongClusters",82.96,35.12,"3"
"4461","LongClusters",79.67,35.65,"3"
"4462","LongClusters",72.04,34.83,"3"
"4463","LongClusters",67.28,34.81,"3"
"4464","LongClusters",78.62,34.79,"3"
"4465","LongClusters",55.75,34.52,"3"
"4466","LongClusters",54.38,35.12,"3"
"4467","LongClusters",54.77,34.41,"3"
"4468","LongClusters",69.94,35.25,"3"
"4469","LongClusters",86.07,34.91,"3"
"4470","LongClusters",85.01,35.39,"3"
"4471","LongClusters",67.09,35.62,"3"
"4472","LongClusters",94.85,34.79,"3"
"4473","LongClusters",58.96,34.79,"3"
"4474","LongClusters",68.1,34.98,"3"
"4475","LongClusters",64.74,34.67,"3"
"4476","LongClusters",77.23,35.8,"3"
"4477","LongClusters",50.48,34.97,"3"
"4478","LongClusters",91.59,35.43,"3"
"4479","LongClusters",91.9,35.19,"3"
"4480","LongClusters",88.69,35.71,"3"
"4481","LongClusters",73.85,34.9,"3"
"4482","LongClusters",91.19,33.66,"3"
"4483","LongClusters",81.82,35.3,"3"
"4484","LongClusters",88.42,34.48,"3"
"4485","LongClusters",77.49,35.25,"3"
"4486","LongClusters",79.09,34.51,"3"
"4487","LongClusters",45.41,34.95,"3"
"4488","LongClusters",67.47,34.72,"3"
"4489","LongClusters",89.2,34.88,"3"
"4490","LongClusters",76.42,34.67,"3"
"4491","LongClusters",57.94,34.51,"3"
"4492","LongClusters",61.58,35.1,"3"
"4493","LongClusters",67.22,34.39,"3"
"4494","LongClusters",104.71,34.86,"3"
"4495","LongClusters",72.49,34.85,"3"
"4496","LongClusters",65.97,34.68,"3"
"4497","LongClusters",45.7,35.87,"3"
"4498","LongClusters",48.37,34.07,"3"
"4499","LongClusters",92.11,35.02,"3"
"4500","LongClusters",63.08,34.4,"3"
"4501","LongClusters",97.7,34.33,"3"
"4502","LongClusters",70.39,34.98,"3"
"4503","LongClusters",42.43,36.09,"3"
"4504","LongClusters",105.7,35.71,"3"
"4505","LongClusters",59.85,35.09,"3"
"4506","LongClusters",67.91,34.67,"3"
"4507","LongClusters",76.34,36.02,"3"
"4508","LongClusters",73.32,34.88,"3"
"4509","LongClusters",53.74,34.55,"3"
"4510","LongClusters",53.85,34.32,"3"
"4511","LongClusters",94.54,34.71,"3"
"4512","LongClusters",65.08,35.83,"3"
"4513","LongClusters",86.59,35.54,"3"
"4514","LongClusters",98.91,35.28,"3"
"4515","LongClusters",64.09,34.18,"3"
"4516","LongClusters",65.1,34.86,"3"
"4517","LongClusters",47.1,35.55,"3"
"4518","LongClusters",101.6,34.84,"3"
"4519","LongClusters",64.41,34.66,"3"
"4520","LongClusters",69.71,35.03,"3"
"4521","LongClusters",55.9,34.65,"3"
"4522","LongClusters",85.39,34.82,"3"
"4523","LongClusters",97.55,36.2,"3"
"4524","LongClusters",78.18,35.28,"3"
"4525","LongClusters",69.39,35.62,"3"
"4526","LongClusters",51.63,35.02,"3"
"4527","LongClusters",95.87,34.77,"3"
"4528","LongClusters",84.68,35.33,"3"
"4529","LongClusters",74.43,34.26,"3"
"4530","LongClusters",91.86,35.73,"3"
"4531","LongClusters",93.18,34.89,"3"
"4532","LongClusters",68.53,33.49,"3"
"4533","LongClusters",57.84,34.57,"3"
"4534","LongClusters",88.49,34.79,"3"
"4535","LongClusters",84.7,35.99,"3"
"4536","LongClusters",67.98,34.96,"3"
"4537","LongClusters",119.16,34.26,"3"
"4538","LongClusters",39.31,34.86,"3"
"4539","LongClusters",74.89,34.55,"3"
"4540","LongClusters",90.94,34.21,"3"
"4541","LongClusters",95.75,34.67,"3"
"4542","LongClusters",88.66,34.07,"3"
"4543","LongClusters",77.08,36.34,"3"
"4544","LongClusters",86.04,35.14,"3"
"4545","LongClusters",82.81,35.31,"3"
"4546","LongClusters",74.62,34.42,"3"
"4547","LongClusters",62.72,35.65,"3"
"4548","LongClusters",92.03,35.26,"3"
"4549","LongClusters",70.08,34.53,"3"
"4550","LongClusters",70.88,34.95,"3"
"4551","LongClusters",78.54,34.8,"3"
"4552","LongClusters",75.16,35.64,"3"
"4553","LongClusters",47.34,34.92,"3"
"4554","LongClusters",69.03,35.54,"3"
"4555","LongClusters",83.57,35.36,"3"
"4556","LongClusters",92.23,34.85,"3"
"4557","LongClusters",57.21,34.98,"3"
"4558","LongClusters",65.89,34.57,"3"
"4559","LongClusters",40.8,34.75,"3"
"4560","LongClusters",88.95,34.3,"3"
"4561","LongClusters",75.07,34.79,"3"
"4562","LongClusters",86.07,34.82,"3"
"4563","LongClusters",67.12,34.89,"3"
"4564","LongClusters",77.99,36.25,"3"
"4565","LongClusters",88.68,35.07,"3"
"4566","LongClusters",71.72,34.26,"3"
"4567","LongClusters",86.88,35.46,"3"
"4568","LongClusters",84.16,34.86,"3"
"4569","LongClusters",52.73,35.7,"3"
"4570","LongClusters",79.33,35.03,"3"
"4571","LongClusters",40.2,35.8,"3"
"4572","LongClusters",71.1,34.99,"3"
"4573","LongClusters",67.27,34.73,"3"
"4574","LongClusters",87.26,35.99,"3"
"4575","LongClusters",79.11,34.32,"3"
"4576","LongClusters",66.64,35.21,"3"
"4577","LongClusters",72.8,34.51,"3"
"4578","LongClusters",77.58,35.6,"3"
"4579","LongClusters",60.82,35.22,"3"
"4580","LongClusters",65.48,34.79,"3"
"4581","LongClusters",57.6,34.81,"3"
"4582","LongClusters",53.51,35.44,"3"
"4583","LongClusters",67.66,34.47,"3"
"4584","LongClusters",74.74,34.61,"3"
"4585","LongClusters",53.05,35.2,"3"
"4586","LongClusters",81.55,35.38,"3"
"4587","LongClusters",65.65,34.14,"3"
"4588","LongClusters",79.36,35.1,"3"
"4589","LongClusters",77,34.42,"3"
"4590","LongClusters",69.76,34.68,"3"
"4591","LongClusters",47.77,35.66,"3"
"4592","LongClusters",52.63,35.5,"3"
"4593","LongClusters",39.43,34.9,"3"
"4594","LongClusters",94.07,34.53,"3"
"4595","LongClusters",69.95,35.16,"3"
"4596","LongClusters",102.11,35.79,"3"
"4597","LongClusters",54.62,35.45,"3"
"4598","LongClusters",95.75,35.2,"3"
"4599","LongClusters",90.07,35.04,"3"
"4600","LongClusters",64.4,35.53,"3"
"4601","LongClusters",85,35.46,"3"
"4602","LongClusters",83.14,35.4,"3"
"4603","LongClusters",72.95,34.64,"3"
"4604","LongClusters",96.1,33.66,"3"
"4605","LongClusters",71.09,34.72,"3"
